FQDN,IP Address,Ping (ms),Release,Operator Stake,Total Delegated Stake,Delegates Count,Status,Prescribed Epoch Count,Observed Epoch Count,Total Epoch Count,Passed Epoch Count,Failed Epoch Count,Failed Consecutive Epochs,Passed Consecutive Epochs,ISP,Geo Location,Error Message,Process Id,ANS-104 Unbundle Filter,ANS-104 Index Filter,Supported Manifest Versions
gentlepenguin.online,85.208.48.99,548.1786669999128,32,10000000000,0,0,joined,0,0,14,14,0,0,14,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
despacito.store,37.27.192.92,881.0955420000246,32,10000000000,27659556877,0,joined,2,0,57,54,3,0,49,N/A,", US",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
tamduong.store,95.216.223.115,621.8019169999752,32,10000000000,0,0,joined,1,1,37,36,1,0,36,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
chaintech.site,78.47.64.191,551.56341599999,32,10000000000,33620676120,0,joined,8,8,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mimboku.store,158.220.103.29,530.2010000000009,32,10000000000,0,0,joined,0,0,41,40,1,0,36,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
selcuk.store,194.163.156.197,545.7593750000233,32,10000000000,21061712139,0,joined,3,0,57,56,1,0,20,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arweave.store,91.99.4.131,605.8805410000496,29,10000000000,87000000,0,joined,2,2,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
permagate.xyz,65.21.146.136,633.6673339999979,31,10000000000,0,0,joined,0,0,17,17,0,0,17,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
zionalc.online,65.109.198.7,614.9642079999903,29,10000000000,16583077092,0,joined,6,5,57,56,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
phoenixx.online,88.198.120.130,581.8548329999903,32,10000000000,10000000,0,joined,3,3,50,49,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
iearnusd.com,49.13.85.45,584.4448750000447,32,10000000000,19372250000,0,joined,7,7,57,56,1,0,6,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.innode.space,116.202.19.75,555.7402500000317,32,10000000000,0,0,joined,0,0,5,5,0,0,5,N/A,"Falkenstein, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
flechemano.space,188.68.49.157,581.1596249999711,30-pre,10000000000,4255351991,0,joined,1,0,38,38,0,0,38,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
eaddaa.website,157.173.203.145,252.8951249999227,29,10000000000,9150750000,0,joined,4,3,57,55,2,0,20,N/A,", GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
gravitycorp.xyz,N/A,-1,N/A,10000000000,9466556238,0,joined,0,0,39,27,12,9,0,N/A,N/A,connect ECONNREFUSED 45.8.144.21:443,N/A,[object Object],[object Object],[object Object]
ario.ctytanviet.vn,14.161.39.61,994.6591250000056,32,10000000000,1170017356,0,joined,0,0,12,12,0,0,12,N/A,"Ho Chi Minh City, VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arsiz.store,95.216.173.229,607.8415000000969,29,10000000000,0,0,joined,1,1,51,48,3,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
baoquoc1998.site,95.216.205.159,632.7777080000378,32,10000000000,0,0,joined,1,0,51,49,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
2bt2.cloud,91.99.26.173,571.1367499999469,29,10000000000,0,0,joined,0,0,35,35,0,0,35,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kazazel.xyz,168.119.62.197,628.8942499998957,32,10000000000,16775046918,0,joined,6,5,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
krayir.xyz,159.69.17.137,554.3720830000238,29,10000000000,21394494117,0,joined,3,0,57,57,0,0,57,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kingsharaldoperator.xyz,152.53.95.64,565.0285000000149,32,10000000000,26528249470,0,joined,8,8,57,56,1,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
vevivoofficial.xyz,152.53.133.92,538.9948750000913,32,10000000000,15700745382,0,joined,13,13,57,55,2,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
gatewaykeeper.net,91.99.3.230,588.8564580000238,29,10000000000,0,0,joined,3,3,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.tdooh.com,65.21.180.44,600.1324999999488,32,10000000000,0,0,joined,0,0,25,24,1,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar-node.megastake.org,103.107.183.177,845.5204170000507,29,10000000000,23283241321,0,joined,3,0,57,55,2,0,11,N/A,", VN",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
mydeepstate.store,152.53.83.152,273.2927080000518,32,10000000000,0,0,joined,0,0,50,50,0,0,50,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
permabull.net,188.245.161.255,605.747999999905,29,10000000000,0,0,joined,3,3,57,55,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
claminal.xyz,128.140.46.236,560.0343749999302,32,10000000000,15154969564,0,joined,1,1,30,29,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
zukerya.online,95.217.238.24,631.1752080000006,29,10000000000,13614302773,0,joined,1,1,51,49,2,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
kuraganavto.xyz,62.171.158.65,562.1569169999566,29,10000000000,0,0,joined,1,0,36,35,1,0,35,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ariodeva.shop,149.102.139.248,543.734541999991,32,10000000000,7585789973,0,joined,0,0,4,4,0,0,4,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arioera.shop,149.102.138.34,525.2857079999521,32,10000000000,5602273165,0,joined,0,0,4,4,0,0,4,N/A,"Düsseldorf, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
retardo.store,116.203.133.101,571.703749999986,32,10000000000,0,0,joined,2,1,41,41,0,0,41,N/A,"Frankfurt am Main, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
stakelikeapro.xyz,173.249.24.92,559.7948329999344,29,10000000000,0,0,joined,0,0,34,32,2,0,32,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
fennari.xyz,157.180.35.53,617.1323340000818,32,10000000000,13080501687,0,joined,2,2,57,55,2,0,36,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
barburan.site,109.123.253.67,541.3842919999734,29,10000000000,19399270518,0,joined,3,3,57,54,3,0,39,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
bulltega.xyz,65.108.54.145,612.0403749999823,31,10000000000,0,0,joined,0,0,17,17,0,0,17,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
arnexus.help,173.212.246.172,541.4636660000542,29,10000000000,3240076663,0,joined,0,0,49,46,3,0,20,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
sunkripto.fun,95.111.253.137,591.1621250000317,29,10000000000,18627751167,0,joined,6,4,57,47,10,0,7,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
trinhsatkhonggianmang.store,65.108.49.131,643.621083999984,32,10000000000,0,0,joined,0,0,30,30,0,0,30,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
erenynk.xyz,5.75.128.76,562.3927919999696,29,10000000000,20970331092,0,joined,10,10,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
imyadomena.xyz,173.212.235.91,542.9361250000075,32,10000000000,4820177157,0,joined,2,0,42,37,5,0,13,N/A,"Nuremberg, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
autonomous-gate.xyz,95.217.152.241,630.9102089999942,31,10000000000,0,0,joined,0,0,17,17,0,0,17,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ar.nodesvault.com,91.99.90.53,555.4978330000304,32,10000000000,0,0,joined,0,0,16,16,0,0,16,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
cartiboi.online,65.108.200.234,614.5937080000294,29,10000000000,14645560900,0,joined,1,1,43,40,3,0,20,N/A,"Helsinki, FI",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
aothe.computer,91.99.5.120,800.9019170000684,29,10000000000,11000000,0,joined,2,2,57,56,1,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
khaldrogo.site,45.141.122.181,502.1110420000041,32-pre,10000000000,13820709341,0,joined,3,0,57,52,5,0,10,N/A,"Portsmouth, GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
omies.store,152.53.111.143,563.1457919999957,32,10000000000,0,0,joined,2,2,41,40,1,0,20,N/A,", AT",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ronganminh.store,5.45.101.235,576.6078339999076,32,10000000000,0,0,joined,1,1,33,33,0,0,33,N/A,"Peine, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
decentralizelocation.store,195.26.250.83,308.29899999999907,32,10000000000,0,0,joined,0,0,23,23,0,0,23,N/A,"Southampton, GB",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
recepgocmen.com,195.201.218.123,573.7762909999583,32,10000000000,13768314861,0,joined,4,0,57,51,6,0,19,N/A,"Gunzenhausen, DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
ioar.net,91.99.88.239,578.8522499999963,32,10000000000,33793750000,0,joined,11,11,57,55,2,0,20,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
longle.store,188.245.44.107,608.0241669999668,32,10000000000,0,0,joined,0,0,1,1,0,0,1,N/A,", DE",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
seconderario.online,94.72.113.142,523.8397499999264,32,10000000000,0,0,joined,0,0,19,16,3,0,16,N/A,"Świdnik, PL",,qNvAoz0TgcH7DMg8BCVn8jF32QH5L6T29VjHxhHqqGE,[object Object],[object Object],
